Name,Uses,Url
Edinase, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/19d9b6d3e614410bb70b2a633112c14a.jpg"
Erypro,Treatment of Anemia due to chronic kidney diseaseTreatment of Anemia due to cancer chemotherapy,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/t8bzrt5yrdwd01dezjwg.jpg"
Easyfive-TT,Prevention of DiphtheriaPrevention of TetanusPrevention of Pertussis Prevention of Hepatitis B infectionPrevention of Haemophilus influenzae Type b disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/jozzvlcrjfjpkd1enotj.jpg"
Elcephase,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/b1159d0b0b8d42bf83dc37cbed810979.jpg"
Epinext,Treatment of Epilepsy/Seizures,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5af98c7d2b6a441b8213a93d47224ee0.jpg"
E-Ova,Treatment of Breast cancerTreatment of Infertility due to anovulation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hyqwr9tfuxhamu0gaqwp.jpg"
Espidase, Pain relief Swelling,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/115a060769c24b54815609350f0cf1ac.jpg"
Eslot,Treatment of Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c617b03d8c8349bc91792ae20c5a60cd.jpg"
Estina, Allergic eye disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/142bb7a0c87c44c795a36e3349fe40b7.jpg"
Efficort,Treatment of Eczema Severe allergic reactionsTreatment of Allergic conditionsTreatment of CancerTreatment of Skin disordersTreatment of Eye disorders,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/lypggyzusmyefudxm27g.jpg"
Eslo-Met,Treatment of Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ikpxkfkegojfazbk1zdk.jpg"
Eslo-5,Treatment of Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tfgcxelo58okeotxvxcn.jpg"
Escnx,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2bc7bda0626b436286168d764ce92a9a.jpg"
Enfiera, Non-Hodgkin lymphoma (NHL) Rheumatoid arthritis Blood cancer (Chronic lymphocytic leukemia) Granulomatosis with polyangiitis Microscopic polyangiitis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/baf3f6c6190b4cc2aa276f77efbb355b.jpg"
Etoriflex-MR4,Treatment of Pain due to muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/aodrpvcyaerbjdy7rmif.jpg"
Ebasil, Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/dtqlvexqumzzvc25jvrw.jpg"
Enzase,Treatment of Pancreatic enzyme deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fa5six2vctfs6dxopb4y.jpg"
Ebmont, Asthma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6d3adf8b9823482faca7d877865e4673.jpg"
Etotol,Treatment of Muscle pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/05b19ab03dd141c48c29641a2cc0a2e9.jpg"
Etorvel, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ccsehef9wpfnzqw9ofsc.jpg"
Evopin,Treatment of Vitamin E deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/gidbrzxqvnfqt3yrkgn2.jpg"
Emgrast,Prevention of Infections after chemotherapy,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/37ad32f90e44469798aef219b0b27605.jpg"
Eberclin-M,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/914f0649e92a440a979bad730e28644a.jpg"
Eubri,Treatment of Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/zcsygm0thm4vghwj2exr.jpg"
Ecoglip-T,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bujj81sqslx0gplppjej.jpg"
Eternex-M,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/feaee32b887645cb8a11f013cafb859c.jpg"
Ebermed,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zk5brwu8algcl6wzr3sf.png"
Ezuric,Treatment of Hypertension (high blood pressure)Treatment of EdemaTreatment of Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/18e3f7afcc8d4689a1bf3b1356db6271.jpg"
Enace, Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/otdbkogbmqqs3qieyimq.jpg"
Etofine,Treatment of Pain due to muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3e82c40ab59c4b8da9d87632cba16b50.jpg"
Esam-AT,Treatment of Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lhuy1dbr5cjupll9fuly.jpg"
Elmovel,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0265ec2d506e48e382924cfca29d9372.jpg"
Eplerite,Treatment of Hypertension (high blood pressure)Treatment of EdemaTreatment of Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/rs0e6jkjjzz5infclesj.jpg"
Eudyna,Treatment of Acne Acute promyelocytic leukaemia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dayfmnen2hf7ysbjw21g.jpg"
Etaze,Treatment of Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/miafx9chodepq1ir2s1k.png"
Eprytor-A, Pain due to muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/e00owlp79nz80qcw29yw.jpg"
Ethimom,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/n8tz9jpioeggkxpyvmjr.jpg"
Ecorab,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ftfxuiqo3nfbiaybduzw.jpg"
Eukarit,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/eakmzrfyjuczy3pty7eh.jpg"
Epotrend,Treatment of Anemia due to chronic kidney diseaseTreatment of Anemia due to cancer chemotherapy,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/pyvr2e2vuccmj3zkrlpo.jpg"
Endocryl, Bleeding,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/393b3763e2dc4a3f88d06bb32eb11cad.jpg"
Ebercos,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/x3p3vvhd9gwzdbodvzrs.jpg"
Epalrica-M, Diabetic nerve pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/78f69205032543b294a8124dbbec3afe.jpg"
Ethislone,Treatment of Rheumatic disorderTreatment of Systemic lupus erythematosus (SLE)Treatment of Allergic conditionsTreatment of Eye disordersTreatment of Skin disorders,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6d9e937865294b75944d985403d9d222.jpg"
Evoxil-HP,Treatment of Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fac58d5e221f48af9eb29bf49f393982.jpg"
Eveglow,Treatment of Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dttz9vxtb7avg9d7osgn.jpg"
Ebermac,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/xwq9mejeapopgjvie3li.jpg"
Ethored, Heavy menstrual bleeding,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/449559cb93b9437e9a5fd32c97b4a9fd.jpg"
Endor,Treatment of Glaucoma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6f97f9881e524972bc1a2db3fcd04da1.jpg"
Ebov,Treatment of Pain due to muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/l3ocgmgxmjnhka89n95r.jpg"
Esolyst-D,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Functional dyspepsia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/baf4a18c999245c6bea539396689d6bf.jpg"
Exocast,Treatment of Sneezing and runny nose due to allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ivel1vwjr8bkriixn8bz.jpg"
Ethione,Treatment of Heavy menstrual bleedingTreatment of Pain during menstruationTreatment of EndometriosisTreatment of Premenstrual syndrome (PMS),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bfzxzfrmzyyxw4qg4eyq.jpg"
Excex,Treatment of Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/h2igcrfwe1bgwcyxdoqa.jpg"
Etonow, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hk6i1d9flzgjwwmufyf2.jpg"
Eberderm,Treatment of Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dyd6lu2jnbyznog0fsun.jpg"
Eclo,Treatment of Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/hctugp5o4vlwdomuswb8.jpg"
Ezimet-S, Eczema Psoriasis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bjuxpkgps8betvhjhbtf.jpg"
Esmozole,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Functional dyspepsia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/gbwkxz4xxz0qxkvchfoa.jpg"
Endofit,Treatment of pelvic pain associated with Endometriosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gdqckvntkq7ayydjfy7b.jpg"
Epirate, Epilepsy,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/tj5hoi2jkewlplk7vg3o.jpg"
Erbimesh, Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/enrgp5hofi5wafjvhssi.jpg"
Epitrate, Pupil dilation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/52d008491ba540cd83ce77df2f92d8d0.jpg"
Exinia,Treatment of Hypertension (high blood pressure)Treatment of EdemaTreatment of Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kqrbhzixqplcqebow0ju.jpg"
Emrolfin,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/gvvp2on6lo3bgcuijouy.jpg"
Enoxatroy,Treatment and prevention of Blood clots,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/bmbwwlz97hiclefh0fuj.jpg"
Ecofab-HA,Treatment of Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dgmhl5amc8emkcicpbvh.jpg"
Ebonte-M, Sneezing and runny nose due to allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/htnl2pkicrrs3tw7psdk.png"
Evimeto,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/z5jo8ciszmj8veafogd4.jpg"
Ecopan,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/61671789c25e491ca3a7e71b77b105f3.jpg"
Euthyroid,Treatment of Hypothyroidism,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/o2sjlrtagi2rwx8zkn4o.jpg"
Efavir,Treatment of HIV infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6f6d0f2f63f64cd18972263238848918.jpg"
Eliptin,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/04c49ad529b045b49848db28b4d06404.jpg"
Endometryl,Treatment of Benign fibrocystic breast diseaseTreatment of EndometriosisTreatment of Premenstrual syndrome (PMS)Treatment of Menstrual pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4437665c8c614fc78190addbd74f28a5.jpg"
Egeptin,Treatment of Meniere's disease,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/jpudblojtvn5pe7veh1l.jpg"
Encelax, Constipation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hljtdvm0fvzyhczpfopp.jpg"
Eczmate-F,Treatment of Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jmvdqncrip7e545zohdn.jpg"
Easyaid,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3b62bae8a244445dbbb5e6823c56bc4c.jpg"
Elesert,Treatment of DepressionTreatment of Post traumatic stress disorderTreatment of Obsessive-compulsive disorderTreatment of Panic disorderTreatment of Premenstrual dysphoric disorderTreatment of AnxietyTreatment of Premenstrual syndrome (PMS),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a6896de39e5842d3bebf830cfa2ace5e.jpg"
Enzrid-DS, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/6e85379ebdee457b9de34b8debfa3ac9.jpg"
Enzoloy, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/61bc18d2a112490dadc338fe766e1c9c.jpg"
Enzrid, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/p7xjpeuvwzquq968c9fk.jpg"
Endyze, Indigestion Bloating,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/9ec95a5737104b1199bd7d2b3e3642eb.jpg"
Etrovis, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bendtqlg8pzttdadtjrv.jpg"
Era-H,Treatment of Rheumatoid arthritisTreatment of Systemic lupus erythematosus (SLE)Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/94a020c583824ce9a4624f9919eedfdb.jpg"
Enzowin-D, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pnzsz3m7jslgwy7ja2kg.png"
Emesafe,Treatment of NauseaTreatment of Vomiting,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ixgwnmciz6pes13byorm.jpg"
Efiglin-M,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jqyyvubrx3ziy6ccbzix.jpg"
Erbinox, Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ortaflinpy6n3dpnetal.jpg"
Enzigest,Treatment of Pancreatic enzyme deficiency,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zbw6evxjsprmx0zfsweq.jpg"
Etogrand, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/da4dc94359fd49a89fe6570dcb8c8e9b.jpg"
E-Vir, Chronic hepatitis B virus (HBV) infection,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5215005212bb494abd183873f0c8f5f8.jpg"
Erophylline,Treatment of AsthmaTreatment of BronchitisTreatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3b9188a0a3234c7f9a56e7426039aed0.jpg"
Enristas,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vijb0prriweb89aaacwt.jpg"
Endoformin,Treatment of Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/aab8cd9ca1204020b175be21a6af4a4e.jpg"
Evoxil,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/aa55bf8ba8ab42868039f4cc2edcb816.jpg"
E,Treatment of Hypertension (high blood pressure) Prevention of heart attack and strokeTreatment of Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/eouuvmieulftvdggnhlt.jpg"
Esitamat,Treatment of DepressionTreatment of Anxiety disorderTreatment of Panic disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3a51f17cec164fcea7b1cf3f20afd48f.jpg"
Endofil,Treatment of Erectile dysfunction,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xmbe6zbzigg5jjfyjxld.png"
Etomav, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/u60mvjijcjpkakd3djit.jpg"
Exeption,Treatment of Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/sdu5p43g1d9amzfui0au.jpg"
Eribilin, Metastatic breast cancer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lsajhf2897nc4qklozww.jpg"
Exapace, Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/y0hbwt3wlbbaedclpla3.jpg"
Etorip-MR, Pain due to muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dfma6yyxhy5hdjvkromr.jpg"
Emimont,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e5fc329092f34fad93e81258a3c1fad5.jpg"
Eczrid,Treatment of Atopic dermatitis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zx1blrpuhsga8pujn1ci.jpg"
Erafate-O,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bfqe4wrk08hhmuoraf0s.png"
Etoroxi, Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yohq9sxcbprhyfilrnmj.jpg"
Flucos, Fungal skin infectionsTreatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/owxqaqhndxthcfn8ju4s.jpg"
Febrex, Pain reliefTreatment of Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/hkzjwsbm0qpjlnohgdcb.jpg"
Foracort,Treatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gk1ixbroz7oskhj9nkla.jpg"
Flunil,Treatment of DepressionTreatment of Panic disorderTreatment of Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mztxjvaqy94ztlp4uamg.jpg"
Fertyl,Treatment of Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f9075e3c2cf94bf4b1305684077624d8.jpg"
Febuday,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ts0rhjaqmyxcwiamny0n.jpg"
Fibrovas,Treatment of High cholesterolPrevention of Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nbxez3zawyrqpmxvjxpw.jpg"
Flotral,Treatment of Benign prostatic hyperplasia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/cb1n4oh4s5byu5c9xmyj.jpg"
Fosfoe, Bacterial infections of urinary tract,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/npb3l2czn0ihdelsck1m.jpg"
Flusid,Treatment of Bacterial skin infections Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zhyqy4ovxfcshx76hn1k.jpg"
Fusirose,Treatment of Bacterial skin infections Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gqymyohsrpctvt0p9lws.jpg"
Fungicip,Treatment of Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c25fa2c48dd6415d8e14b02eee8a71b2.jpg"
Fabulas,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5b7145bc00eb4722916a0c6147078e4d.jpg"
Fibator,Treatment of High cholesterolPrevention of Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jxevsjkcyj9iamoyinbk.jpg"
Febuget,Treatment of Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ggeo8vkxjub6kokwedva.jpg"
Formonide,Treatment of Chronic obstructive pulmonary disease (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ktsqsyzqc0bjzstiv5ze.jpg"
